Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
AZRE,5.869999885559082,3.259999990463257,25.30100059509277,8.237999987602233,10.28199995994568,11.988799977302554,13.650733321507774,14.567599999904633,Utilities | Utilities - Renewable | India,,,,27.2,-66.3,0.76,2022-08-19,2022-07-18,76.76290170162792,77.67112863258447,2022-08-22,2022-07-25
BCC,63.540000915527344,51.29999923706055,85.16999816894531,67.16008377075195,65.78607620239258,69.56022346496582,70.79507479349772,69.8243971824646,Basic Materials | Lumber & Wood Production | USA,3.23,,6.71,-6.8,305.0,9.81,2022-08-22,2022-07-08,106.60790530005806,100.55975389416514,2022-08-29,2022-07-25
EIX,69.09999847412111,54.97999954223633,73.31999969482422,69.5729995727539,66.39879981994629,66.36557643890382,65.72824783325196,65.213618850708,Utilities | Utilities - Regulated Electric | USA,51.92,10.38,,20.9,1.1,4.86,2022-08-23,2022-06-29,109.3382290225321,104.67490007597321,2022-09-09,2022-07-25
HASI,40.20000076293945,28.68000030517578,65.73999786376953,40.4480001449585,37.985099945068356,38.148018455505365,40.2308996073405,42.42843255996704,Real Estate | REIT - Specialty | USA,44.37,4.57,,-43.2,36.7,2.21,2022-08-22,2022-07-28,117.81869315563671,107.93097495608143,2022-07-11,2022-07-25
AY,33.360000610351555,28.81999969482422,41.31999969482422,33.894258213043216,33.53305076599121,32.489946975708015,32.57943483988444,32.91685263633728,Utilities | Utilities - Renewable | United Kingdom,,,9.97,-18.1,-334.1,0.78,2022-08-17,2022-07-25,102.75849897392929,101.75015943662821,2022-08-22,2022-07-25
MNDT,22.979999542236328,13.755000114440918,23.32999992370605,22.868500232696533,22.640000190734863,22.261100101470948,21.73020004908244,20.393350024223327,Technology | Software - Infrastructure | USA,,,,21.1,-14.6,-0.09,2022-08-05,2022-06-23,102.00185316174341,101.98221996033509,2022-08-15,2022-07-18
EBIX,23.670000076293945,12.5,44.41999816894531,24.260240745544433,22.17432392120361,24.593345212936395,26.97714817682902,27.854192519187933,Technology | Software - Application | USA,10.48,1.05,16.91,1.8,-26.3,3.29,2022-09-06,2022-08-30,120.59409423946931,108.69651378791563,2022-06-06,2022-07-18
LRCX,450.7799987792969,375.8699951171875,731.8499755859375,463.79350128173826,459.20940002441404,465.8663784790039,487.6831642659505,531.3924046325684,Technology | Semiconductor Equipment & Materials | USA,13.76,1.8,35.67,11.8,21.8,35.7,2022-08-17,2022-07-13,106.53686242338269,100.90216298107988,2022-08-22,2022-07-18
WU,14.90999984741211,14.18000030517578,21.920000076293945,15.489499950408936,16.163400001525883,16.668609838485718,17.174893156687418,17.23030834197998,Financial | Credit Services | USA,6.67,,9.77,-11.7,9.9,1.83,2022-08-05,2022-06-27,94.11041959755006,94.81346906085064,2022-08-22,2022-07-18
CYBR,153.5,100.3499984741211,201.67999267578125,147.0059989929199,139.86900039672852,139.4966007232666,145.909866994222,148.61780025482182,Technology | Software - Infrastructure | Israel,,,231.83,21.4,-309.1,0.04,2022-08-29,2022-08-03,109.1840709173064,105.08967996428996,2022-07-11,2022-07-18
PCAR,88.4800033569336,77.0,97.55999755859376,90.32259254455566,87.45100646972656,85.89304710388184,86.65541600545248,87.04123767852785,Industrials | Farm & Heavy Construction Machinery | USA,13.96,0.92,37.09,22.5,42.2,7.83,2022-08-22,2022-07-19,107.61727900777576,103.74472470554328,2022-08-29,2022-07-18
PAYX,126.83000183105469,106.5500030517578,141.9199981689453,130.73100051879882,125.05556686401368,123.5353263092041,123.82163391113279,123.52227710723876,Industrials | Staffing & Employment Services | USA,33.06,2.43,94.71,11.2,26.6,4.42,2022-08-24,2022-07-19,109.32875862989914,104.48945943609378,2022-08-29,2022-07-18
EVBG,39.47999954223633,24.10000038146973,167.39999389648438,37.702999877929685,32.40659988403321,35.742499885559084,38.527066650390616,46.987649974823,Technology | Software - Application | USA,,,,18.9,7.5,0.81,2022-09-09,2022-07-19,131.9790780019701,115.6749716752426,2022-07-11,2022-07-18
MTRX,5.739999771118164,4.239999771118163,11.760000228881836,5.675,5.3107999801635755,5.681599988937378,6.303933321634928,6.663199987411499,Energy | Oil & Gas Equipment & Services | USA,,,,19.4,-10.9,-0.07,2022-09-01,2022-07-18,112.25737623706593,103.37912630006385,2022-06-13,2022-07-18
FWONK,65.47000122070311,48.5099983215332,71.16999816894531,66.79099979400635,64.80339981079102,63.44589977264404,63.42986653645834,62.818249835968025,Communication Services | Broadcasting | USA,,,,100.0,114.6,0.68,2022-08-23,2022-07-20,106.43720181353649,103.66399399313008,2022-08-29,2022-07-18
WM,173.39999389648438,138.58000183105472,175.97999572753906,171.9688247680664,163.47293914794918,159.09554519653318,156.3311068725586,156.60952674865726,Industrials | Waste Management | USA,33.9,2.32,57.93,12.3,22.0,6.39,2022-08-23,2022-06-27,110.2673951074128,106.58075819033763,2022-07-11,2022-07-18
ACN,290.54998779296875,261.76998901367193,417.3699951171875,302.1650009155273,294.7780853271485,293.77494750976564,303.91038228352863,320.0875314331055,Technology | Information Technology Services | Ireland,28.18,2.22,37.28,21.8,16.0,12.04,2022-08-22,2022-07-19,106.85263084131657,102.43291062330074,2022-08-29,2022-07-18
ESMT,21.299999237060547,,,20.77249994277954,19.45820003509521,19.546799983978268,19.969866650899245,20.393300008773803,Technology | Software - Infrastructure | USA,,,137.13,42.9,-33.5,0.22,2022-08-19,2022-07-06,116.90658005183901,108.11288891463889,2022-06-06,2022-07-18
MAR,162.36000061035156,131.00999450683594,195.8999938964844,159.05797271728517,153.24037536621094,158.66927368164062,162.1244541422526,161.07692733764645,Consumer Cyclical | Lodging | USA,30.71,0.74,28.17,69.5,507.2,7.6,2022-08-22,2022-07-07,108.1995030151065,102.87185144030785,2022-06-06,2022-07-18
WEX,158.5,123.01000213623048,197.6999969482422,160.6594985961914,162.17899993896484,162.3037002563477,164.50260040283203,158.91775032043458,Technology | Software - Infrastructure | USA,37.01,1.98,178.51,30.2,100.1,14.12,2022-08-09,2022-07-07,99.61443591187141,99.09278008337809,2022-08-22,2022-07-18
NSIT,85.93000030517578,82.5,111.0199966430664,91.61499938964843,90.35419982910156,93.69549995422364,96.62453328450519,97.70064990997317,Technology | Information Technology Services | USA,12.02,1.62,,23.1,22.2,9.23,2022-08-24,2022-07-07,103.2321135086063,99.65607644068157,2022-08-29,2022-07-18
FIS,91.4800033569336,85.0,130.55000305175778,95.35850028991699,96.45320022583007,97.47353843688965,97.79865458170572,100.7981364440918,Technology | Information Technology Services | USA,66.43,4.53,16.16,7.0,166.5,7.9,2022-08-19,2022-08-12,99.41163217549207,98.37164724282681,2022-08-22,2022-07-18
MDLZ,61.33000183105469,57.63000106811523,69.47000122070311,63.2185001373291,63.02400001525879,62.90838130950928,62.96407859802246,63.233228511810296,Consumer Defensive | Confectioners | USA,22.25,4.25,58.39,9.5,23.4,3.16,2022-08-22,2022-08-15,101.26150117601156,100.42214265858128,2022-08-22,2022-07-18
FSLR,135.82000732421878,59.599998474121094,139.91000366210938,122.75200119018557,98.43380081176758,83.89890045166015,81.11353352864583,83.01390014648437,Technology | Solar | USA,76.95,13.64,,-1.3,17.4,2.18,2022-08-22,2022-09-08,158.37784901787745,138.37083721116358,2022-07-11,2022-07-18
NUE,143.55999755859375,88.5,187.8999938964844,138.3114990234375,128.32839965820312,129.67794311523434,131.80438980102542,126.1453971481323,Basic Materials | Steel | USA,4.39,0.11,5.61,-25.4,879.5,12.35,2022-08-19,2022-07-06,118.19799715026952,109.19724595219247,2022-05-02,2022-07-18
FOUR,47.5,29.38999938964844,89.47000122070312,46.41549987792969,40.56519992828369,42.47249990463257,46.68966660817464,48.4224999332428,Technology | Software - Infrastructure | USA,,,25.31,44.4,-269.7,1.92,2022-08-22,2022-06-27,135.31055281557985,116.5282135705235,2022-04-25,2022-07-18
HUBS,332.5,257.20999145507807,866.0,341.59200134277336,326.158798828125,335.9272998046875,383.744600016276,440.84379989624017,Technology | Software - Application | USA,,,69.84,35.7,12.6,3.26,2022-08-19,2022-07-20,116.53076868938057,105.47704614301789,2022-07-11,2022-07-18
PERI,21.90999984741211,16.40999984741211,33.09000015258789,20.95150003433228,19.92879989624024,19.89089990615845,20.770199940999348,21.086999950408934,Communication Services | Internet Content & Information | Israel,15.05,,10.65,33.7,188.2,1.65,2022-08-19,2022-09-09,111.3491451450525,105.73431944477974,2022-04-25,2022-07-18
ABST,11.289999961853027,6.789999961853027,12.619999885559082,10.977000045776368,9.890209846496582,9.0926801776886,8.888144613901774,8.771773056983948,Technology | Software - Application | Canada,,,22.7,65.1,-750.1,-0.02,2022-09-01,2022-08-24,119.89212488043724,114.30780737683544,2022-07-11,2022-07-18
PLAB,15.899999618530273,12.18000030517578,25.809999465942386,20.580500030517573,21.017599983215334,19.460800037384036,18.762400048573813,18.37380002975464,Technology | Semiconductor Equipment & Materials | USA,9.57,0.96,13.8,28.0,73.1,2.13,2022-08-16,2022-08-12,104.76333359733377,102.44845824898078,2022-08-22,2022-07-18
SRE,173.75999450683594,119.55999755859376,174.8800048828125,168.76449890136718,160.81696533203126,159.25586654663087,156.51096150716145,149.5143138122559,Utilities | Utilities - Diversified | USA,48.84,7.15,31.85,29.4,-38.8,9.03,2022-08-24,2022-09-08,108.65295653317861,105.21679508409424,2022-04-25,2022-07-18
BFH,39.84000015258789,34.549999237060554,84.66081237792969,40.52150001525879,40.345644607543946,45.26229343414307,50.47288162231445,55.036605319976815,Financial | Credit Services | USA,4.15,0.8,,14.4,266.9,11.08,2022-08-24,2022-08-10,100.90527542565668,95.52593280340606,2022-06-06,2022-07-18
VECO,20.89999961853028,17.229999542236328,32.400001525878906,21.786999893188483,20.76859992980957,21.161899948120123,23.244266611735025,24.303549966812128,Technology | Semiconductor Equipment & Materials | USA,30.47,,39.06,12.1,379.8,1.66,2022-08-22,2022-07-14,111.40880505730328,103.72012571020035,2022-08-29,2022-07-18
BECN,56.52999877929688,45.709999084472656,65.30000305175781,57.99300003051758,57.37459999084473,58.22400001525879,58.222066752115886,57.33285005569458,Industrials | Building Products & Equipment | USA,10.68,1.21,,26.0,-73.0,6.14,2022-08-22,2022-08-16,103.41623244179227,101.02206202022226,2022-08-29,2022-07-18
GWW,572.739990234375,391.1600036621094,588.6199951171875,572.2815002441406,526.6719403076172,502.4043826293946,498.22254984537767,497.76647003173827,Industrials | Industrial Distribution | USA,22.43,1.55,88.03,19.6,54.4,29.48,2022-08-23,2022-07-19,118.11978235934728,111.02312349831129,2022-07-11,2022-07-18
TCS,6.5999999046325675,6.190000057220459,14.25,7.133500003814698,7.065400018692016,7.27569999217987,7.656533323923748,8.425600004196166,Consumer Cyclical | Specialty Retail | USA,4.45,0.29,26.52,7.1,38.6,1.2,2022-08-22,2022-08-11,103.22416837777105,98.95629766834757,2022-08-29,2022-07-18
SABR,6.679999828338622,5.449999809265137,12.649999618530273,7.31949999332428,6.8542000102996825,7.351550045013428,8.350900014241537,8.433800022602082,Technology | Information Technology Services | USA,,,,56.7,33.8,0.02,2022-08-22,2022-06-24,117.16236328705557,106.50888003608028,2022-09-05,2022-07-18
TRMB,63.08000183105469,55.349998474121094,96.48999786376952,66.45200023651122,64.71660003662109,64.67369983673096,66.2057331085205,69.9320499610901,Technology | Scientific & Technical Instruments | USA,30.82,3.08,33.58,-0.4,25.4,3.11,2022-08-19,2022-07-06,108.06550999124852,102.98823388035468,2022-08-29,2022-07-18
HLT,135.91000366210938,108.41000366210938,167.99000549316406,132.6947265625,126.03530075073242,131.11281982421878,136.72091868082683,138.87394416809082,Consumer Cyclical | Lodging | USA,39.45,0.84,41.48,68.5,156.5,5.62,2022-08-22,2022-07-07,111.34084415067149,104.2638601884037,2022-05-02,2022-07-18
ABNB,123.4800033569336,86.70999908447266,212.58399963378903,116.90350036621092,109.5672003173828,116.14990013122559,131.4697336324056,139.79155040740966,Consumer Cyclical | Travel Services | USA,67.33,1.47,28.4,57.6,92.4,2.52,2022-08-19,2022-09-09,115.45374079091646,105.601984017328,2022-04-25,2022-07-18
ATVI,78.51000213623047,56.4000015258789,86.9000015258789,79.10799980163573,79.05279998779297,78.19509979248045,78.75765177408854,75.71464115142822,Communication Services | Electronic Gaming & Multimedia | USA,32.81,3.03,32.31,-28.4,21.9,3.82,2022-08-15,2022-07-19,100.99610380870855,100.69258374977696,2022-08-22,2022-07-18
ASML,501.0,412.6700134277344,895.9299926757812,517.6330032348633,514.2369024658203,528.6663024902343,564.3516426595053,609.111337890625,Technology | Semiconductor Equipment & Materials | Netherlands,36.22,1.22,24.18,35.1,69.1,20.73,2022-08-15,2022-07-14,106.73557807095357,100.28786411119879,2022-08-22,2022-07-18
ARRY,20.8799991607666,5.445000171661377,27.67099952697754,21.479000091552734,16.988700065612793,13.415050020217896,12.456766668955483,13.137400007247924,Technology | Solar | USA,,,,21.1,-217.8,0.93,2022-08-22,2022-07-22,169.40056858977601,146.6971089164686,2022-09-09,2022-07-18
SITM,101.87000274658205,94.20999908447266,341.7699890136719,114.5310001373291,142.47719985961913,164.457699508667,179.05913335164388,199.47515064239502,Technology | Semiconductors | USA,42.71,,46.2,78.4,361.7,4.24,2022-08-05,2022-07-15,73.32377779778538,78.92372393683655,2022-08-01,2022-07-18
EXPD,103.44000244140624,92.58000183105469,137.80000305175778,105.01450042724608,102.33080001831054,102.7810444641113,102.61559010823568,108.04937351226806,Industrials | Integrated Freight & Logistics | USA,11.41,,13.46,27.5,102.9,5.75,2022-08-23,2022-07-15,105.58297188460394,102.3834660154274,2022-08-29,2022-07-18
AMD,85.44999694824219,71.5999984741211,164.4600067138672,90.62749977111817,88.80539962768555,90.56269989013671,97.81626658121745,107.5422498703003,Technology | Semiconductors | USA,35.93,1.34,42.5,70.1,24.7,4.89,2022-08-17,2022-07-13,110.01191569274192,102.02844358535415,2022-08-29,2022-07-18
LBTYA,19.59000015258789,18.81999969482422,30.57999992370605,20.49150009155273,20.957000160217284,22.02980007171631,23.31520001729329,24.3506999874115,Communication Services | Entertainment | United Kingdom,2.7,,5.29,-41.3,937.1,0.02,2022-08-19,2022-07-18,97.6835045112504,95.78274685031059,2022-08-22,2022-07-18
RSG,147.7100067138672,113.56999969482422,149.02000427246094,145.8265007019043,138.6981999206543,134.49772880554198,131.90132853190104,131.91408542633056,Industrials | Waste Management | USA,33.86,2.96,50.07,21.4,33.6,5.35,2022-08-23,2022-07-21,109.86687214192956,106.49549970474705,2022-07-11,2022-07-18
CSIQ,43.02000045776367,22.149999618530284,47.68999862670898,43.66699981689453,37.65459983825684,33.75949998855591,33.29113329569498,32.64905000686645,Technology | Solar | Canada,19.68,1.64,,61.9,-38.6,3.81,2022-08-30,2022-07-20,133.3381842306533,122.10444954924368,2022-09-09,2022-07-18
PSN,41.9900016784668,29.25,43.84000015258789,42.13899993896485,41.6834001159668,39.864200134277354,38.594866816202796,37.1809001159668,Industrials | Specialty Industrial Machinery | USA,54.25,4.41,26.39,14.7,-41.3,2.17,2022-08-22,2022-08-19,102.05370563761393,102.85402112643595,2022-08-22,2022-07-18
EXPE,109.16999816894531,88.69999694824219,217.72000122070312,107.12100067138672,102.65580047607422,117.66570014953614,141.86166641235354,149.87769985198975,Consumer Cyclical | Travel Services | USA,52.06,2.28,5.63,50.7,90.5,9.43,2022-08-23,2022-06-28,109.13330046029829,99.9585477494559,2022-04-04,2022-07-18
CGNT,5.150000095367432,3.910000085830689,28.54999923706055,4.9774999856948865,4.6886000299453725,5.745900003910066,7.277266669273376,9.413899999856948,Technology | Software - Infrastructure | Israel,,,,-24.7,-203.6,0.06,2022-08-22,2022-08-29,113.86535612169286,99.45566515678026,2022-06-27,2022-07-18
CNDT,4.079999923706056,3.7109999656677246,7.5,4.261000037193298,4.326600017547608,4.638900003433228,4.7060666751861575,4.850599999427796,Technology | Information Technology Services | USA,9.62,,20.63,-9.6,70.7,0.45,2022-08-19,2022-08-08,99.36471019253857,96.45858666050856,2022-08-22,2022-07-18
LBTYK,20.690000534057614,19.81999969482422,30.489999771118164,21.677000045776367,22.076200065612788,23.08659999847412,24.137000071207684,25.01150003433228,Communication Services | Entertainment | United Kingdom,,,,-41.3,,,2022-08-19,2022-07-18,98.37372818421991,96.3754851487694,2022-08-22,2022-07-18
XPER,15.0600004196167,13.390000343322756,21.920000076293945,15.94744029045105,15.760926494598387,15.717345237731935,16.017912413279213,16.608454031944277,Technology | Semiconductor Equipment & Materials | USA,,,7.87,5.3,-129.0,1.68,2022-08-09,2022-06-28,103.43354102314281,101.27141450534114,2022-08-29,2022-07-11
TXN,170.74000549316406,144.4600067138672,202.25999450683602,172.29150314331054,168.45406066894532,166.88358856201168,168.46535675048827,172.17230148315429,Technology | Semiconductors | USA,18.67,1.87,90.26,13.8,38.5,8.93,2022-08-17,2022-07-06,107.24387735009064,103.11581902468036,2022-08-22,2022-07-11
AOSL,35.599998474121094,27.10000038146973,69.98999786376953,39.724999809265135,38.127199935913076,38.920500068664545,43.46799997965495,45.255749988555905,Technology | Semiconductors | USA,2.22,0.13,5.23,20.1,902.5,5.34,2022-08-26,2022-08-25,109.83383708622794,102.83158217366112,2022-08-29,2022-07-11
USD,20.059999465942386,16.680000305175778,58.40999984741211,22.405000019073487,22.584000053405767,23.94870008468628,28.26713335673014,33.32275009155273,Financial | Exchange Traded Fund | USA,,,,,,,2022-08-17,2022-07-07,107.3290197722855,98.77926661334551,2022-08-22,2022-07-11
TER,88.83999633789062,80.41000366210938,168.91000366210938,91.83974723815918,94.2102621459961,98.44015693664551,103.82891255696616,115.631725730896,Technology | Semiconductor Equipment & Materials | USA,18.71,3.39,18.26,-22.6,29.0,5.02,2022-08-19,2022-08-12,98.34181754669711,96.01049651814405,2022-08-22,2022-07-11
ADI,154.17999267578125,138.5,191.9499969482422,160.95856552124025,160.78107635498046,158.4008447265625,158.1989090983073,161.18256355285644,Technology | Semiconductors | USA,42.7,2.57,36.28,76.8,5.6,9.57,2022-08-17,2022-07-07,104.18632908452715,101.35522237928828,2022-08-22,2022-07-11
CDW,175.57000732421875,152.14999389648438,208.7100067138672,178.8362274169922,172.58644348144531,169.36564193725587,171.37879669189454,176.71995391845704,Technology | Information Technology Services | USA,23.9,1.66,29.37,19.4,29.2,10.59,2022-08-26,2022-08-16,107.08830387863378,103.6826746637902,2022-08-29,2022-07-11
RJF,108.41999816894531,84.86000061035156,117.37000274658205,107.18199996948242,100.0106005859375,97.70288871765136,100.61745340983072,100.6176026535034,Financial | Capital Markets | USA,15.43,1.81,2.69,10.6,71.0,9.36,2022-08-23,2022-06-24,114.34160562154553,108.12552626550604,2022-04-18,2022-07-11
RMBS,25.540000915527344,20.0,33.75,26.579500102996825,24.82400009155273,24.519800109863287,25.755133412679037,26.147250051498407,Technology | Semiconductors | USA,,,13.89,42.6,144.7,1.7,2022-08-23,2022-07-07,115.66842068666023,107.61273404505256,2022-08-29,2022-07-11
ROST,93.51000213623048,69.23999786376953,123.36000061035156,89.44705467224121,83.49730407714844,85.23421165466307,87.55258712768554,92.01335727691652,Consumer Cyclical | Apparel Retail | USA,22.19,5.84,42.71,-4.1,-9.2,4.68,2022-08-23,2022-09-09,113.25450699538156,106.85177556349551,2022-05-09,2022-07-11
ON,71.66999816894531,41.88000106811523,76.77999877929688,70.30850028991699,63.48539978027344,59.75629993438721,59.667466684977214,60.45159992218018,Technology | Semiconductors | USA,18.56,0.97,23.77,24.9,306.8,4.94,2022-08-29,2022-08-25,122.17917723585651,113.29321049635071,2022-06-13,2022-07-11
NXPI,168.13999938964844,140.33000183105472,239.9100036621093,172.57200088500977,170.30500061035156,172.04725006103516,175.83197479248048,186.0782175445557,Technology | Semiconductors | Netherlands,18.35,1.66,15.04,27.6,30.8,13.71,2022-08-17,2022-08-15,105.28357421865304,101.08714245091207,2022-08-22,2022-07-11
STX,68.83000183105469,63.5,117.66999816894531,73.83199920654297,75.98519973754883,77.87700736999511,83.62175704956054,88.86055088043213,Technology | Computer Hardware | Ireland,9.39,0.93,17.77,2.6,41.6,7.66,2022-08-17,2022-07-07,98.27867525087349,96.30557557370972,2022-08-22,2022-07-11
NVMI,100.5199966430664,81.62999725341797,149.14999389648438,103.77949981689451,100.0852000427246,99.71810028076172,102.89000020345051,109.5027001953125,Technology | Semiconductor Equipment & Materials | Israel,25.7,0.8,29.09,44.9,88.7,4.94,2022-08-19,2022-08-12,109.02947322213876,103.38910127506924,2022-08-29,2022-07-11
NVDA,143.8699951171875,132.69999694824222,346.4700012207031,163.30272674560544,166.64078338623048,172.73905029296876,196.85387257893882,218.07578155517575,Technology | Semiconductors | USA,47.17,2.02,62.4,3.0,123.1,4.49,2022-08-19,2022-08-15,101.45865106067892,96.64839737521666,2022-08-22,2022-07-11
CAMT,26.68000030517578,22.88999938964844,49.599998474121094,28.131000137329107,27.87940010070801,27.96650012969971,29.474066759745284,32.59380000114441,Technology | Semiconductor Equipment & Materials | Israel,18.15,2.79,,17.9,148.1,1.83,2022-08-17,2022-07-08,105.67883240931229,101.35517992294015,2022-08-29,2022-07-11
DIOD,70.98999786376953,58.52000045776367,113.9800033569336,75.49799957275391,74.04699981689453,73.30390007019042,77.45526672363282,83.460299949646,Technology | Semiconductors | USA,11.38,0.76,20.24,13.8,165.6,7.2,2022-08-16,2022-08-15,108.27705963174749,102.86015255386556,2022-08-29,2022-07-11
JNPR,29.040000915527344,26.20000076293945,38.13999938964844,28.81920661926269,28.385972633361817,29.38543451309204,31.01648283640544,31.473206691741943,Technology | Communication Equipment | USA,24.57,1.7,,8.3,-0.9,2.21,2022-08-31,2022-08-03,101.83056995303195,99.55555460074964,2022-04-04,2022-07-11
KLAC,358.6700134277344,282.8299865722656,457.1199951171875,359.55800170898436,351.6600164794922,342.7361608886718,345.5692681884765,360.0769680786133,Technology | Semiconductor Equipment & Materials | USA,16.37,1.44,21.61,29.1,63.9,23.65,2022-08-10,2022-07-13,107.60388899194322,103.40447290231066,2022-08-22,2022-07-11
JOBY,5.6500000953674325,3.609999895095825,13.229999542236328,5.609000039100647,5.557000026702881,5.386300005912781,5.33173333644867,5.570850002765655,Industrials | Airports & Air Services | USA,,,,,63.0,-0.61,2022-08-17,2022-07-05,107.67762035834083,104.07363396682864,2022-08-22,2022-07-11
ACLS,65.61000061035156,45.13999938964844,83.73999786376953,69.95050067901612,65.41900032043458,61.31620037078857,63.58146695454916,64.14700021743775,Technology | Semiconductor Equipment & Materials | USA,14.92,0.75,17.55,50.2,96.6,5.02,2022-08-16,2022-08-12,119.86503191659924,110.73227212044078,2022-08-29,2022-07-11
HEI,157.05999755859375,122.94000244140624,165.61000061035156,158.13900146484374,149.815400390625,144.22089302062992,145.16651423136392,144.4608659744263,Industrials | Aerospace & Defense | USA,63.59,5.05,49.92,20.7,-3.5,3.01,2022-08-22,2022-07-05,112.51918922955744,107.38333307250109,2022-08-29,2022-07-11
MGA,57.9900016784668,52.47000122070313,90.1500015258789,59.664499855041505,59.41009063720704,59.83283157348633,61.92708923339844,66.22595195770263,Consumer Cyclical | Auto Parts | Canada,25.66,0.64,44.4,3.6,98.4,7.14,2022-08-18,2022-08-10,102.8388872658494,99.7870819240172,2022-08-22,2022-07-11
MA,335.8500061035156,303.6499938964844,399.9200134277344,339.5569992065429,338.9174328613281,340.43774688720697,344.8036735026042,346.81993408203124,Financial | Credit Services | USA,34.03,1.49,42.58,21.4,37.4,12.64,2022-08-18,2022-08-15,102.12719439651217,100.267308794097,2022-08-22,2022-07-11
MLI,62.72999954223633,40.150001525878906,70.37999725341797,65.50800075531006,62.40316688537597,58.268666648864745,57.34355827331543,57.06377508163453,Industrials | Metal Fabrication | USA,5.38,0.45,7.88,13.6,233.5,7.25,2022-08-12,2022-07-15,113.35468728326893,108.76529784494592,2022-08-29,2022-07-11
MPWR,447.2000122070313,348.0199890136719,580.0,479.64000091552737,457.6516015625001,439.38890960693357,439.2530541992188,446.85957458496085,Technology | Semiconductors | USA,64.18,2.57,82.22,57.2,44.5,14.2,2022-08-18,2022-07-12,116.75039634281498,108.09579056558924,2022-08-29,2022-07-11
GPN,132.6300048828125,105.5199966430664,175.72999572753906,129.6665000915527,123.8070004272461,123.92843811035156,127.9179024251302,129.86048976898192,Industrials | Specialty Business Services | USA,720.82,45.4,18.62,6.7,69.0,10.91,2022-08-22,2022-09-09,110.67269678692458,105.03781250138228,2022-06-06,2022-07-11
MCHP,66.95999908447266,54.33000183105469,90.0,68.2148281097412,65.8435604095459,65.67090435028076,67.52675524393717,71.08039159774779,Technology | Semiconductors | USA,24.55,2.67,17.7,25.1,75.9,5.73,2022-08-19,2022-07-08,109.42845885809584,103.81311286884359,2022-08-29,2022-07-11
SPLK,94.4499969482422,84.62999725341797,176.66000366210938,100.0439998626709,101.20600006103516,102.73480003356934,111.18119990030924,112.52644992828371,Technology | Software - Infrastructure | USA,,,69.15,31.9,-45.8,1.84,2022-08-17,2022-06-24,103.73031419157229,99.73003612160772,2022-08-22,2022-07-04
ONVO,2.5199999809265137,1.7100000381469729,8.130000114440918,2.645499956607819,2.7867999982833864,2.610599995851517,2.9034666641553244,3.1478499990701674,Healthcare | Diagnostics & Research | USA,,,,,46.0,,2022-08-15,2022-08-08,104.73750743940901,105.55811523423935,2022-08-22,2022-07-04
AVID,25.440000534057614,20.82999992370605,37.310001373291016,26.13450002670288,26.881000022888184,27.355399990081786,28.99393337249756,29.58515000343323,Communication Services | Electronic Gaming & Multimedia | USA,24.3,1.62,24.23,3.0,262.6,1.69,2022-09-06,2022-08-31,95.6383821346474,96.90024151574605,2022-08-22,2022-07-04
QRVO,93.52999877929688,87.05000305175781,192.9199981689453,97.85099983215332,100.30519989013672,103.27229988098145,111.23366622924804,120.62234958648682,Technology | Semiconductors | USA,12.66,1.27,12.23,-6.8,46.5,10.35,2022-08-18,2022-07-05,98.92749695827513,96.81802186962491,2022-08-22,2022-07-04
GM,41.290000915527344,30.32999992370605,67.20999908447266,39.20444889068604,36.241838607788075,36.55523174285889,39.175618693033854,43.86424882888794,Consumer Cyclical | Auto Manufacturers | USA,7.85,2.71,20.61,4.7,54.7,6.29,2022-08-29,2022-09-09,115.45889302435879,107.47775409402979,2022-06-27,2022-07-04
APPF,100.68000030517578,79.9229965209961,139.99000549316406,104.11350021362304,101.73000015258788,99.99540008544922,104.8412666829427,108.4702250289917,Technology | Software - Application | USA,,,203.59,32.0,-99.4,-0.38,2022-08-19,2022-07-15,107.08983423338194,103.35462816365185,2022-08-29,2022-07-04
BOX,27.13999938964844,22.18000030517578,33.040000915527344,28.19549999237061,28.020200004577635,27.817400035858153,27.67533339182536,27.17865006446839,Technology | Software - Infrastructure | USA,,,16.98,14.7,-24.2,1.46,2022-08-19,2022-06-24,104.68501695945491,102.32113677538669,2022-08-22,2022-07-04
SNPS,340.17999267578125,255.0200042724609,391.1700134277344,355.41800079345705,345.24160217285163,321.6788006591797,317.80986653645834,323.12669998168946,Technology | Software - Infrastructure | USA,51.64,3.19,32.98,18.0,12.8,9.99,2022-08-18,2022-07-19,109.40635439530466,106.36903579462778,2022-08-22,2022-07-04
NWSA,17.469999313354492,14.949999809265135,25.8700008392334,17.523499965667725,16.962799949645998,17.356199913024902,18.87105688730876,19.620869102478032,Communication Services | Broadcasting | USA,16.64,8.46,15.01,7.3,89.1,1.08,2022-08-19,2022-06-27,108.27644856492142,102.86985616920916,2022-04-04,2022-07-04
QCOM,132.05000305175778,118.2300033569336,193.5800018310547,138.85328521728516,140.86513977050782,137.26180465698243,143.29558919270832,151.66398315429691,Technology | Semiconductors | USA,11.7,1.54,42.48,35.7,74.0,12.95,2022-08-01,2022-06-29,99.83794051179096,99.77097964625985,2022-08-22,2022-07-04
