Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
BR,166.47999572753906,132.39999389648438,185.3999938964844,173.76850051879882,160.99099975585938,151.90488815307617,150.93859079996744,155.62336624145507,Technology | Information Technology Services | USA,36.61,3.1,162.7,12.5,-2.1,7.68,2022-08-22,2022-06-24,114.80937825226992,110.30885364923044,2022-08-29,2022-06-20
LKQ,53.45000076293945,42.36000061035156,60.43000030517578,54.81649799346924,52.91106704711914,51.17713035583496,50.032528991699216,51.61820934295654,Consumer Cyclical | Auto Parts | USA,12.73,0.38,20.22,-2.7,74.9,4.27,2022-08-22,2022-06-27,107.08437156862408,104.886780699982,2022-08-29,2022-06-20
LLY,301.3299865722656,220.1999969482422,335.3299865722656,311.0324203491211,318.5254650878906,307.37593627929687,292.9294981892904,283.2013036346436,Healthcare | Drug Manufacturers - General | USA,48.08,2.84,120.87,-3.7,-9.8,9.35,2022-08-30,2022-08-18,95.34130552780564,99.5120555513686,2022-07-25,2022-06-20
FFIV,156.11000061035156,142.42999267578125,249.0,166.2740005493164,160.92799957275392,165.77660034179686,178.30893361409505,191.4404002380371,Technology | Software - Infrastructure | USA,27.95,2.97,20.41,3.5,6.6,11.45,2022-08-19,2022-07-19,107.9349947277854,102.51573607349272,2022-08-29,2022-06-20
LOGI,48.79999923706055,48.41999816894531,107.52999877929688,54.24949970245361,54.47119987487793,57.65049976348877,63.55579999287923,68.08579992294311,Technology | Computer Hardware | Switzerland,14.79,1.64,28.84,-11.6,-31.4,4.28,2022-08-18,2022-06-24,101.9925585744291,97.73198795660235,2022-08-22,2022-06-20
LPSN,10.770000457763672,10.270000457763672,68.81999969482422,12.51850004196167,13.788399982452392,15.998000001907348,19.004266668955484,23.048499970436097,Technology | Software - Application | USA,-,-,-,10.9,-9.9,0.23,2022-08-11,2022-08-02,89.3125088113815,88.90004595205836,2022-08-22,2022-06-20
LYFT,14.600000381469728,11.960000038146973,57.68000030517578,16.878500032424927,15.257999954223632,18.82989999771118,25.319466692606607,29.34139998435974,Technology | Software - Application | USA,-,-,-,29.5,43.5,1.01,2022-08-19,2022-05-23,124.77856293493498,106.33860902120676,2022-04-04,2022-06-20
CDNS,168.1699981689453,132.32000732421875,194.97000122070312,183.0379997253418,172.0539993286133,160.67609970092772,157.8892665608724,161.9772499847412,Technology | Software - Application | USA,60.13,3.4,42.46,17.7,18.2,4.6,2022-08-18,2022-06-24,114.63574581308796,109.80725680735311,2022-08-29,2022-06-20
FDS,430.4400024414063,345.9200134277344,495.3999938964844,439.742887878418,417.5131427001954,400.8262759399414,406.30091959635416,418.1146473693848,Financial | Financial Data & Stock Exchanges | USA,42.27,2.61,41.9,22.3,7.4,14.76,2022-08-23,2022-06-23,109.39297748491532,107.07364133236652,2022-04-25,2022-06-20
MARA,11.380000114440918,5.199999809265137,83.44999694824219,14.09050006866455,11.46080002784729,11.943800001144409,16.506933320363363,21.49774999141693,Financial | Capital Markets | USA,-,-,-,-15.0,-183.7,0.89,2022-08-19,2022-05-23,173.08300010426737,137.242664405892,2022-04-11,2022-06-20
MASS,17.540000915527344,12.600000381469728,39.81499862670898,19.451000022888184,20.34320003509521,18.215700063705444,17.896600036621095,19.0339000082016,Healthcare | Medical Devices | USA,-,-,-,33.7,-67.5,-0.96,2022-08-30,2022-08-26,100.4930512069677,106.9631689025574,2022-08-15,2022-06-20
FTNT,48.59999847412109,47.369998931884766,74.35399627685547,51.18999977111817,55.910599899292,57.16265979766845,59.25739997863769,60.5666900062561,Technology | Software - Infrastructure | USA,59.63,2.54,34.73,28.6,24.7,1.31,2022-08-04,2022-08-03,88.67675424944908,92.5861355934165,2022-08-01,2022-06-20
MDB,244.8699951171875,213.38999938964844,590.0,341.81200180053713,316.8188009643555,307.8129002380371,335.62506703694663,369.9467502593994,Technology | Software - Infrastructure | USA,-,-,-,57.2,-5.0,0.19,2022-08-19,2022-07-29,116.59409179435202,110.399924677031,2022-08-29,2022-06-20
IIIV,22.450000762939453,17.799999237060547,30.26000022888184,24.726000213623045,25.733600006103515,25.286399974823,25.48213331858317,24.57409999847412,Technology | Software - Infrastructure | USA,-,-,16.58,27.7,-651.5,1.63,2022-08-10,2022-06-15,98.59059731574546,99.27247060737706,2022-08-15,2022-06-20
MELI,855.9099731445312,600.6799926757812,1970.1300048828125,949.327993774414,829.5957983398438,837.7786999511719,923.9981986490884,990.126198425293,Consumer Cyclical | Internet Retail | Uruguay,181.03,-,39.52,52.5,281.0,11.31,2022-08-18,2022-06-23,133.09607084333643,116.64261763973596,2022-04-18,2022-06-20
BSY,36.09999847412109,26.31999969482422,71.91999816894531,38.99700012207031,37.365800018310544,36.68699531555176,37.75725133260091,39.87606344223023,Technology | Software - Application | USA,113.88,18.98,40.68,19.8,-29.8,0.89,2022-08-17,2022-07-19,110.982445047384,106.37795976546492,2022-08-29,2022-06-20
FIVN,91.44000244140624,80.5199966430664,192.1000061035156,107.233500289917,102.56060028076172,101.1404002380371,104.61980016072592,112.19635009765624,Technology | Software - Infrastructure | USA,-,-,-,31.7,-19.5,1.78,2022-08-17,2022-07-20,112.69759786578878,106.41202648731723,2022-08-22,2022-06-20
MKFG,2.309999942779541,1.7200000286102295,9.279999732971191,2.649000012874603,2.311800003051758,2.587300009727478,3.0817333380381267,3.709399998188019,Technology | Computer Hardware | USA,9.17,-,-,18.6,136.6,-0.21,2022-08-22,2022-07-05,130.95641425978846,111.84423310745484,2022-05-09,2022-06-20
KD,10.640000343322754,,,11.018000030517577,10.508200035095214,11.087500019073486,12.00619997660319,13.429649987220763,Technology | Information Technology Services | USA,-,-,-,-9.7,-15.2,-0.49,2022-08-23,2022-06-28,108.64493993538798,102.63103782085338,2022-06-06,2022-06-20
FRSH,13.300000190734863,,,14.834499979019164,14.071200008392331,14.772600021362305,16.254066683451335,18.95930004119873,Technology | Software - Application | USA,-,-,-,37.5,-278.0,-0.11,2022-08-19,2022-08-01,111.10150604430906,104.51850313696748,2022-06-06,2022-06-20
ISRG,203.6699981689453,186.8300018310547,369.6900024414063,223.1575004577637,218.7484002685547,224.0699006652832,245.15866770426436,266.0062502288818,Healthcare | Medical Instruments & Supplies | USA,52.02,8.07,56.88,4.0,58.6,5.45,2022-08-16,2022-06-23,107.43806312340644,102.00085793239958,2022-08-22,2022-06-20
COUP,56.97999954223633,50.540000915527344,270.7869873046875,66.42349967956542,65.17619972229004,69.9802001953125,84.10860005696614,103.31140022277832,Technology | Software - Application | USA,-,-,25.02,17.7,-95.5,0.57,2022-08-17,2022-06-23,108.56079482812922,100.7603814652236,2022-08-29,2022-06-20
JAMF,22.309999465942383,19.68400001525879,49.27000045776367,25.423999881744383,25.57540004730225,26.46870002746582,28.95366669972737,30.223099966049197,Technology | Software - Application | USA,-,-,69.31,34.1,-187.5,0.27,2022-08-22,2022-08-03,98.98117979781726,98.05451808908548,2022-08-29,2022-06-20
IOVA,10.979999542236328,6.179999828338623,27.959999084472656,11.795000028610229,11.854799976348875,12.292499961853029,13.458199971516928,14.449199934005737,Healthcare | Biotechnology | USA,-,-,-,,-18.9,-2.41,2022-08-19,2022-08-12,99.53773242546326,103.45707612129816,2022-08-29,2022-06-20
JKS,56.88999938964844,35.40999984741211,76.91999816894531,60.691499900817874,63.29360008239746,59.63870002746582,55.50666664123535,53.41329992294312,Technology | Solar | China,-,-,-,137.6,172.2,4.96,2022-09-01,2022-08-31,93.04550160165472,99.39604802610064,2022-07-18,2022-06-20
JNJ,162.74000549316406,155.72000122070312,186.69000244140625,165.75709915161133,170.89170532226564,173.45951065063477,172.0709428914388,169.90378257751465,Healthcare | Drug Manufacturers - General | USA,23.66,5.82,50.49,3.0,44.7,10.59,2022-08-26,2022-08-25,95.24218079502414,96.88629111361564,2022-07-11,2022-06-20
KDP,37.83000183105469,32.439998626708984,41.310001373291016,39.21849994659424,37.76354736328125,36.86650928497315,37.10855303446452,36.78565912246704,Consumer Defensive | Beverages - Non-Alcoholic | USA,24.81,3.5,33.78,13.2,58.3,1.84,2022-08-22,2022-06-23,107.50089505659184,104.76389880580672,2022-08-29,2022-06-20
BTRS,6.409999847412109,3.950000047683716,11.954999923706056,7.036000061035156,6.204000043869018,5.8831000232696535,6.1092666848500565,6.426900010108948,Technology | Software - Application | USA,-,-,-,22.6,-258.6,-0.23,2022-08-19,2022-07-27,127.87432019883283,117.8598910442402,2022-08-29,2022-06-20
COST,519.1099853515625,406.510009765625,612.27001953125,539.8230041503906,522.4430706787109,510.33587646484375,519.076626586914,521.8992762756347,Consumer Defensive | Discount Stores | USA,40.88,2.98,86.78,16.2,25.0,14.49,2022-08-22,2022-08-18,107.2934949143427,105.08445127243488,2022-08-29,2022-06-20
CDNA,18.32999992370605,18.280000686645508,81.44999694824219,21.785500049591064,23.050800018310547,24.949100017547607,29.365400060017905,32.620050010681155,Healthcare | Diagnostics & Research | USA,-,-,-,8.6,-45.8,-0.11,2022-08-11,2022-07-20,94.24230939041,93.16656060099416,2022-08-15,2022-06-20
KMDA,4.849999904632568,4.21999979019165,6.960000038146973,5.110000038146973,4.913600015640259,4.899800000190735,5.194000002543132,5.496850001811981,Healthcare | Drug Manufacturers - Specialty & Generic | Israel,12.76,2.13,-,12.8,-73.7,0.12,2022-08-17,2022-06-22,108.97567749277148,104.3959446453306,2022-04-18,2022-06-20
CASS,35.97999954223633,31.850000381469727,46.2599983215332,37.01734447479248,35.61408363342285,35.43576026916504,36.60344029744466,37.46589012145997,Industrials | Specialty Business Services | USA,16.03,-,21.51,17.1,15.5,-,2022-08-24,2022-08-12,107.10580999962592,103.95006066278478,2022-05-02,2022-06-20
KTOS,12.119999885559082,11.739999771118164,25.1200008392334,14.248000049591065,14.100200042724609,14.55470004081726,15.975466664632162,16.741199979782106,Industrials | Aerospace & Defense | USA,-,-,-,9.3,-99.9,0.5,2022-08-19,2022-07-20,104.96081292926144,100.08547760541046,2022-08-22,2022-06-20
LBRDK,99.7300033569336,99.61000061035156,194.0500030517578,110.84050025939942,114.23779983520508,117.2035996246338,125.9661331685384,133.13269969940183,Communication Services | Entertainment | USA,45.96,-,-,-3.6,71.2,8.79,2022-08-22,2022-08-10,94.69600938051543,95.41900351852912,2022-08-22,2022-06-20
CPRT,116.4000015258789,102.20999908447266,161.1199951171875,125.58750076293946,121.25640060424804,116.92150047302246,119.30566701253257,125.16079998016356,Industrials | Specialty Business Services | USA,25.91,1.16,36.91,28.1,32.9,4.75,2022-08-11,2022-06-24,109.15427051501982,105.45320447908236,2022-08-29,2022-06-20
IDXX,343.8299865722656,318.5,695.1799926757812,371.0414962768554,375.1801983642578,384.68329833984376,431.53959920247394,470.8235499572754,Healthcare | Diagnostics & Research | USA,44.44,4.86,66.36,4.2,28.3,9.64,2022-08-11,2022-06-23,101.54901965484054,99.05345742310058,2022-08-22,2022-06-20
BMRN,89.63999938964844,70.7300033569336,97.76000213623048,93.08149948120118,89.27420013427735,84.06500015258788,83.53246678670247,84.29565017700196,Healthcare | Biotechnology | USA,388.05,-,1080.39,6.4,328.6,2.06,2022-08-18,2022-08-04,107.3642652745228,106.86267815097888,2022-08-29,2022-06-20
CDAY,58.09000015258789,43.22999954223633,130.3699951171875,64.32649955749511,57.28879989624024,56.04380012512207,60.408333485921226,69.80045013427734,Technology | Software - Application | USA,-,-,170.33,20.3,75.8,0.81,2022-08-19,2022-06-27,124.52574770580875,113.18439982876257,2022-06-13,2022-06-20
MSTR,218.0599975585937,134.08999633789062,891.3800048828125,289.2679992675781,257.71479888916014,265.9720993041992,320.7957336425781,380.8535510253906,Technology | Software - Application | USA,-,-,67.3,-2.6,-166.5,1.8,2022-08-18,2022-06-21,136.5002855151015,118.5223151029722,2022-08-29,2022-06-20
CHTR,407.1400146484375,405.3500061035156,825.6199951171875,444.85399932861327,457.3640014648437,468.664201965332,505.38873474121095,536.9459007263183,Communication Services | Entertainment | USA,13.08,0.45,8.56,6.2,58.9,37.58,2022-08-22,2022-08-10,95.000649764582,95.70773758458704,2022-08-22,2022-06-20
CSCO,44.59000015258789,40.81999969482422,64.29000091552734,46.373000144958496,44.79138442993164,45.87288631439209,48.72530232747396,50.95318414688111,Technology | Communication Equipment | USA,15.81,2.36,25.07,0.2,-5.2,3.8,2022-08-26,2022-06-01,106.09812903668627,101.97044124048992,2022-01-17,2022-06-20
DXCM,82.0,66.89250183105469,164.8625030517578,86.41550025939941,83.24479965209962,85.43967475891114,93.89034983317056,103.06153747558594,Healthcare | Diagnostics & Research | USA,173.0,5.51,151.35,17.0,-69.5,1.1,2022-08-17,2022-05-31,109.1555942065129,104.59610940598496,2022-04-25,2022-06-20
EBAY,44.11000061035156,40.52000045776367,81.19000244140625,46.49531173706055,45.59245475769043,46.76281803131104,49.72442207336426,53.493619747161866,Consumer Cyclical | Internet Retail | USA,-,-,53.47,-9.2,-89.0,4.41,2022-08-17,2022-06-24,106.03742219973452,101.34244229980412,2022-08-29,2022-06-20
CSGP,70.88999938964844,49.0,101.0500030517578,72.28349990844727,67.22019989013671,63.530700035095215,63.70060005187988,66.88104997634888,Real Estate | Real Estate Services | USA,84.7,4.23,72.22,11.7,25.2,1.34,2022-08-18,2022-07-20,116.54884286756388,110.73514960350867,2022-06-13,2022-06-20
CHD,84.18000030517578,80.33999633789062,105.27999877929688,86.7738483428955,90.21936126708984,91.71755249023435,93.93207717895508,94.8401319885254,Consumer Defensive | Household & Personal Products | USA,26.76,5.01,34.67,4.2,6.4,3.25,2022-08-25,2022-08-18,92.6562458237888,96.02949814867858,2022-08-01,2022-06-20
HOOD,9.449999809265137,6.809999942779541,50.9900016784668,9.938500118255616,9.324300022125245,9.402600011825562,10.51413335800171,12.763350014686583,Technology | Software - Infrastructure | USA,-,-,-,-43.7,80.1,-0.77,2022-08-18,2022-06-23,114.6079288849628,107.28681557154202,2022-06-13,2022-06-20
BB,5.739999771118164,4.699999809265137,12.390000343322754,6.4165000200271605,6.123200006484986,5.974999995231628,6.315800005594889,7.0256999969482425,Technology | Software - Infrastructure | Canada,-,-,-,-3.4,101.1,-0.18,2022-08-19,2022-06-24,110.75297666295404,105.65768478096052,2022-08-29,2022-06-20
GOOGL,107.8499984741211,101.8844985961914,151.54649353027344,115.39049949645997,114.22069961547852,114.85815475463868,121.87611679077148,126.86653247833252,Communication Services | Internet Content & Information | USA,20.43,1.5,22.04,12.6,91.4,5.92,2022-08-22,2022-07-29,102.617104399755,100.62023006175134,2022-08-22,2022-06-20
MTLS,11.399999618530272,11.130000114440918,27.549999237060547,12.419499969482422,13.345799961090089,14.42379994392395,16.22493330001831,17.803099980354308,Technology | Software - Application | Belgium,46.91,-,35.01,14.6,275.3,0.14,2022-08-08,2022-06-21,91.59875934237282,91.49646458425072,2022-08-15,2022-06-20
ICLR,206.7400054931641,196.33999633789065,313.0,228.0365005493164,223.69559997558596,222.4902003479004,229.33146677652996,241.8174501800537,Healthcare | Diagnostics & Research | Ireland,82.17,4.87,19.38,122.1,-63.9,13.19,2022-08-19,2022-07-21,104.93936001632152,102.0702979809372,2022-08-22,2022-06-20
EDR,22.790000915527344,17.420000076293945,35.28499984741211,23.32650022506714,22.472800102233887,22.277900085449215,24.72719999949137,26.274750022888185,Communication Services | Entertainment | USA,17.11,0.7,19.6,18.1,56.2,1.51,2022-08-19,2022-06-24,107.917841697969,103.98209106940268,2022-06-13,2022-06-20
ENLV,5.159999847412109,3.650000095367432,13.949999809265137,5.239499998092652,4.922339992523193,4.91466001033783,5.1244733556111655,5.433655014038086,Healthcare | Biotechnology | Israel,-,-,-,,9.8,-,2022-08-31,2022-08-04,110.16429433189973,108.41730267476636,2022-06-06,2022-06-20
EGHT,4.659999847412109,4.21999979019165,25.989999771118164,4.996499991416931,5.086599979400635,6.589999995231628,8.663666671117147,10.93214998960495,Technology | Software - Application | USA,-,-,17.72,26.5,1.2,0.35,2022-08-29,2022-08-30,96.45192042413686,89.88995424291709,2022-05-02,2022-06-20
MSFT,256.0599975585937,241.509994506836,349.6700134277344,278.1654006958008,269.97508239746094,268.5682377624512,277.9375554402669,289.0339359283447,Technology | Software - Infrastructure | USA,26.55,1.72,41.31,12.4,19.8,11.94,2022-08-22,2022-07-27,106.51659495469008,103.04428459566994,2022-08-22,2022-06-20
DOMO,18.690000534057617,18.170000076293945,98.3499984741211,27.689499950408937,29.253199996948243,32.240899887084964,37.12559984842936,41.134499855041504,Technology | Software - Application | USA,-,-,-,24.0,-10.4,-0.83,2022-08-18,2022-08-03,94.12110426771667,92.16866966968996,2022-08-22,2022-06-20
GRMN,88.51000213623047,87.62999725341797,178.80999755859375,94.991499710083,98.1575994873047,100.99811805725098,105.78173914591471,112.19664207458496,Technology | Scientific & Technical Instruments | Switzerland,16.87,3.01,-,-6.5,8.4,5.52,2022-08-22,2022-08-12,94.83058197333958,95.53712773070606,2022-08-22,2022-06-20
GOOG,108.68000030517578,102.20800018310548,152.10000610351562,116.2810001373291,114.9752603149414,115.4218002319336,122.32605000813804,127.30029247283936,Communication Services | Internet Content & Information | USA,18.84,1.31,-,23.0,-2.0,6.47,2022-08-22,2022-07-29,102.77421619306016,100.79281310640556,2022-08-22,2022-06-20
MLNK,17.3799991607666,13.8100004196167,29.0,17.698499965667725,17.63759998321533,17.313799991607667,17.815733273824055,18.43409996032715,Technology | Software - Application | USA,-,-,16.01,6.6,-54.9,0.47,2022-08-18,2022-08-03,101.27457981738996,101.2510119894596,2022-08-22,2022-06-20
