Ticker,Price,52-Week-Low,52-Week-High,20-MA,50-MA,100-MA,150-MA,200-MA,Sector,P/E,PEG,P/FCF,Sales Q/Q %,EPS this Y %,EPS next Y %,Death MACD,Golden MACD,MTUM-MA-25,MTUM-EMA-25,Weekly Death MACD,Weekly Golden MACD
FAST,51.20000076293945,45.68000030517578,64.75,52.74749984741211,51.134115600585936,51.886808700561524,52.7936875406901,54.45480518341064,Industrials | Industrial Distribution | USA,28.67,4.53,,18.0,7.4,1.95,2022-08-23,2022-07-21,107.04473751797796,102.39263908476843,,
FATE,28.10000038146973,17.100000381469727,76.41999816894531,29.092000198364254,30.25780010223389,27.71750005722046,30.666333312988282,35.45459991455078,Healthcare | Biotechnology | USA,,,,38.1,-6.4,-3.88,2022-08-16,2022-08-15,98.55902693486786,103.70382636179886,,
FDS,453.3800048828125,345.9200134277344,495.3999938964844,443.31734313964836,422.38756408691404,401.776328125,406.98858296712234,417.90802978515626,Financial | Financial Data & Stock Exchanges | USA,44.52,2.75,44.13,22.3,7.4,14.76,2022-08-23,2022-06-23,108.72463138104246,106.84776521307847,,
FE,41.5099983215332,35.31999969482422,48.849998474121094,40.59999961853028,39.156667861938466,40.22440773010254,41.12042167663574,40.692347660064705,Utilities | Utilities - Diversified | USA,17.46,,,7.5,22.9,2.53,2022-08-26,2022-09-09,105.04882311342544,101.79812751953071,,
FFIV,160.1999969482422,142.42999267578125,249.0,163.8349983215332,161.0961993408203,163.95650009155273,176.995866800944,189.91245018005367,Technology | Software - Infrastructure | USA,28.68,3.05,20.95,3.5,6.6,11.45,2022-08-19,2022-07-19,105.49631402021255,101.18555632830679,,
FICO,451.7699890136719,340.4800109863281,531.030029296875,470.425,456.1379992675782,422.0563003540039,438.6710670979818,434.88060012817385,Technology | Software - Application | USA,33.08,1.89,25.56,3.2,69.7,18.69,2022-08-19,2022-06-24,108.79505936672459,106.56627563161764,,
FIS,91.4800033569336,85.0,130.55000305175778,95.35850028991699,96.45320022583007,97.47353843688965,97.79865453084308,100.79813606262206,Technology | Information Technology Services | USA,66.43,4.53,16.16,7.0,166.5,7.9,2022-08-19,2022-08-12,99.4116321754921,98.37164724282681,,
FISV,106.45999908447266,87.02999877929688,118.98999786376952,106.11850090026856,102.08700057983398,99.17120025634766,99.03739995320636,100.31870002746582,Technology | Information Technology Services | USA,34.6,2.26,28.45,9.8,41.7,7.43,2022-08-19,2022-07-01,108.78018033534435,105.3223410081703,,
FIVN,91.4499969482422,80.5199966430664,186.4600067138672,101.96350021362305,101.94820022583008,100.21090026855468,103.66466679890951,110.91750003814695,Technology | Software - Infrastructure | USA,,,,31.7,-19.5,1.78,2022-08-17,2022-07-20,106.72198602538492,102.45702083477491,,
FLT,220.4600067138672,200.77999877929688,282.0199890136719,222.7135009765625,220.15459991455083,227.77399963378903,232.2226668294271,230.73975006103515,Technology | Information Technology Services | USA,18.91,1.22,22.31,29.1,23.0,17.6,2022-08-26,2022-07-06,103.10340417564352,99.89589479900593,,
FMC,112.6999969482422,87.41999816894531,140.99000549316406,111.20149955749511,108.13560012817385,113.54745193481443,117.09319427490234,114.42663909912108,Basic Materials | Agricultural Inputs | USA,18.85,2.15,190.21,16.9,40.4,8.46,2022-08-30,2022-07-19,104.74643206033228,100.62811908514485,,
FNKO,23.57999992370605,15.279999732971193,27.790000915527344,21.945499897003174,23.210499877929692,21.43944995880127,20.109366671244302,19.45407497406006,Consumer Cyclical | Leisure | USA,22.12,8.19,,33.7,876.2,2.13,2022-09-01,2022-09-08,88.98351900741615,98.1805796190462,,
FORG,17.440000534057614,,,17.993000030517578,20.377400016784673,19.793600072860716,19.16626675923665,19.785800061225885,Technology | Software - Infrastructure | USA,,,,8.4,-117.3,-0.16,2022-08-12,2022-08-03,87.07868364807655,94.01538573097868,,
FOUR,47.5,29.38999938964844,89.47000122070312,46.41549987792969,40.56519992828369,42.47249990463257,46.68966660817464,48.4224999332428,Technology | Software - Infrastructure | USA,,,25.31,44.4,-269.7,1.92,2022-08-22,2022-06-27,135.31055281557988,116.52821357052349,,
FOX,31.96999931335449,28.959999084472656,40.90999984741211,31.976470375061034,31.41091411590576,31.49436889648437,33.34282943725586,33.648711910247805,Communication Services | Broadcasting | USA,12.65,1.38,,7.5,,2.35,2022-08-23,2022-08-10,103.0737816834805,101.08808992501442,,
FOXA,34.52000045776367,31.32500076293945,44.95000076293945,34.61378688812256,33.966072959899904,34.067870445251465,36.205490519205725,36.50430549621582,Communication Services | Broadcasting | USA,16.38,1.81,14.57,4.9,-41.5,3.33,2022-08-23,2022-08-10,103.12456661379808,101.1268110561376,,
FROG,22.25,16.356000900268555,42.33000183105469,22.430999946594238,22.761800003051764,21.37939998626709,22.52033334096273,24.067299938201906,Technology | Software - Application | USA,,,458.3,39.2,-563.4,,2022-08-17,2022-08-03,102.18133114480564,102.68608886185358,,
FRSH,14.470000267028807,,,14.404999923706054,14.110799999237061,14.57600001335144,16.05740001042684,18.476300034523014,Technology | Software - Application | USA,,,,37.5,-278.0,-0.11,2022-08-19,2022-08-01,108.86923613280015,103.15600933954984,,
FSLR,135.82000732421878,59.599998474121094,139.91000366210938,122.75200119018557,98.43380081176758,83.89890045166015,81.11353352864583,83.01390014648437,Technology | Solar | USA,76.95,13.64,,-1.3,17.4,2.18,2022-08-22,2022-09-08,158.37784901787754,138.37083721116358,,
FTCH,10.880000114440918,6.519999980926514,47.29999923706055,9.656500005722046,8.686199960708619,8.970799965858461,11.244399970372518,15.809000012874606,Consumer Cyclical | Internet Retail | United Kingdom,2.99,,,10.7,132.0,-0.96,2022-09-02,2022-09-09,124.38704200810587,111.14512136261885,,
FTNT,53.59000015258789,47.36999893188477,74.35399627685547,50.86399993896485,55.36979995727539,56.55037990570068,59.018333282470714,60.235520000457754,Technology | Software - Infrastructure | USA,65.75,2.8,38.3,28.6,24.7,1.31,2022-08-04,2022-09-06,86.45264569599328,91.9003287827244,,
FVRR,36.66999816894531,29.040000915527344,210.5500030517578,36.83950004577637,36.467400093078616,39.7078000831604,50.93599999745687,65.36945010185242,Consumer Cyclical | Internet Retail | Israel,,,44.35,12.9,-294.6,1.08,2022-08-19,2022-08-02,107.16989815948612,99.32199006627279,,
FWONK,65.47000122070311,48.5099983215332,71.16999816894531,66.79099979400635,64.80339981079102,63.44589977264404,63.42986653645834,62.818249835968025,Communication Services | Broadcasting | USA,,,,100.0,114.6,0.68,2022-08-23,2022-07-20,106.43720181353649,103.66399399313008,,
G,46.65999984741211,37.68000030517578,54.02999877929688,47.18496379852295,46.131194076538094,44.09530788421631,43.83438456217447,45.473010177612295,Technology | Information Technology Services | Bermuda,25.97,2.23,29.28,10.2,21.6,3.07,2022-08-09,2022-07-05,104.91540017397496,103.773232592259,,
GD,231.6100006103516,188.63999938964844,254.9900054931641,233.89499969482418,226.217399597168,226.260862121582,227.34935129801428,221.1256241607666,Industrials | Aerospace & Defense | USA,19.61,1.6,18.16,-0.3,5.0,14.09,2022-08-24,2022-07-21,106.19304946706616,102.99048691038156,,
GDYN,19.84000015258789,9.09000015258789,42.810001373291016,20.34649972915649,18.98159984588623,17.80629991531372,16.875999946594238,21.227150001525878,Technology | Information Technology Services | USA,,,65.67,62.1,53.4,0.57,2022-08-29,2022-08-24,115.10066414254271,110.30049727529509,,
GENI,4.360000133514403,2.200000047683716,24.13999938964844,4.3,3.4089999914169318,3.3078999972343444,3.8751333395640057,4.7684500026702885,Communication Services | Internet Content & Information | United Kingdom,,,,27.4,87.8,-0.27,2022-08-23,2022-07-05,164.01022833576118,134.90663745898908,,
GH,59.27999877929688,27.649999618530273,133.82000732421878,51.81549987792969,50.169200057983396,47.36710000991821,53.29826653798421,62.10915001869203,Healthcare | Diagnostics & Research | USA,,,,18.5,-53.8,-5.17,2022-08-17,2022-09-07,107.64510131546993,108.31791044852244,,
GILD,65.27999877929689,57.16999816894531,74.12000274658203,64.27049942016602,62.68959976196289,62.08046100616455,61.21835980733236,63.05363176345825,Healthcare | Drug Manufacturers - General | USA,19.9,,14.47,0.7,-9.8,6.48,2022-08-25,2022-09-08,103.723037574274,102.49230227663332,,
GILT,6.289999961853027,5.619999885559082,10.520000457763672,6.688500022888182,6.577600021362303,6.642400016784668,7.186866696675619,7.266500034332275,Technology | Communication Equipment | Israel,2096.67,,,1.3,-108.5,0.19,2022-08-19,2022-06-23,106.20136923493165,101.64349123410506,,
GIS,75.91000366210938,56.66999816894531,78.54000091552734,76.98650093078614,75.91792190551756,72.69083923339844,70.49381469726562,69.24840091705322,Consumer Defensive | Packaged Foods | USA,17.17,3.56,30.26,8.1,16.9,4.24,2022-08-25,2022-08-24,102.6674933553643,103.64375112557781,,
GLBE,33.580001831054695,15.630000114440918,83.7699966430664,32.64300022125244,27.66380012512207,24.379500026702882,27.806733360290533,33.771999988555905,Consumer Cyclical | Internet Retail | Israel,,,117.45,52.4,-1300.0,-0.97,2022-08-30,2022-08-02,133.98842328944872,124.18758794101323,,
GM,41.290000915527344,30.32999992370605,67.20999908447266,39.20444889068604,36.241838607788075,36.55523174285889,39.175618693033854,43.86424882888794,Consumer Cyclical | Auto Manufacturers | USA,7.85,2.71,20.61,4.7,54.7,6.29,2022-08-29,2022-09-09,115.45889302435879,107.47775409402979,,
GMDA,2.6500000953674316,1.4800000190734863,4.769999980926514,2.905500030517578,2.3166000247001652,2.3042000198364256,2.7706666803359985,2.738300008773804,Healthcare | Biotechnology | Israel,,,,,-7.6,-1.11,2022-08-29,2022-08-02,158.52909539241594,131.83347666316047,,
GNK,14.0,12.970000267028807,27.149999618530273,14.917999982833862,16.440283832550048,19.039269914627074,19.070683434804284,17.792006998062135,Industrials | Marine Shipping | USA,2.53,,3.06,13.9,179.4,4.04,2022-08-08,2022-07-18,86.17351809585074,86.13346748628805,,
GOGO,13.710000038146973,11.729999542236328,23.690000534057607,15.719499874114993,16.006200008392337,17.333000040054323,17.159800039927163,16.148100023269652,Communication Services | Telecom Services | USA,9.16,0.92,24.56,18.7,308.5,0.76,2022-08-22,2022-08-12,99.45514665656219,95.76152430722368,,
GOOG,111.77999877929688,102.20800018310548,152.10000610351562,,,,,,Communication Services | Internet Content & Information | USA,19.37,1.35,,23.0,-2.0,6.47,2022-08-22,2022-07-29,101.81581472676363,100.04686569732014,,
GOOGL,110.6500015258789,101.8844985961914,151.54649353027344,113.53149948120115,113.77614944458008,114.09090469360352,121.01780014038086,126.07741245269777,Communication Services | Internet Content & Information | USA,20.96,1.54,22.61,12.6,91.4,5.92,2022-08-22,2022-07-29,101.23634475728687,99.56593335402563,,
GPK,23.309999465942386,17.6299991607666,23.709999084472656,23.054500198364263,22.15540012359619,21.648424053192137,21.010949948628745,20.59991599082947,Consumer Cyclical | Packaging & Containers | USA,25.31,0.92,14.81,35.8,14.4,2.43,2022-08-24,2022-08-08,107.80752154926098,105.25310067684046,,
GPN,132.6300048828125,105.5199966430664,175.72999572753906,129.6665000915527,123.8070004272461,123.92843811035156,127.9179024251302,129.86048988342284,Industrials | Specialty Business Services | USA,720.82,45.4,18.62,6.7,69.0,10.91,2022-08-22,2022-09-09,110.67269678692452,105.03781250138228,,
GRBK,24.01000022888184,16.799999237060547,32.25,26.257999897003174,25.25459991455078,23.31199996948242,22.68853332519531,23.802599992752075,Consumer Cyclical | Residential Construction | USA,4.39,2.55,15.22,40.5,66.4,4.32,2022-08-19,2022-07-01,113.90245779547331,109.69469167421462,,
GRIN,23.96999931335449,12.829999923706055,28.979999542236328,21.176351261138915,18.41359813690185,20.68768466949463,21.001545232137047,19.417003169059754,Industrials | Marine Shipping | Singapore,2.54,,2.01,47.2,398.3,5.72,2022-06-07,2022-07-15,126.28440565297413,112.10974607755745,,
GRMN,90.83999633789062,86.7300033569336,178.80999755859375,93.42249946594238,97.39339950561524,100.15684799194337,104.87500854492187,111.17282123565674,Technology | Scientific & Technical Instruments | Switzerland,17.31,3.09,,-6.5,8.4,5.52,2022-08-22,2022-08-12,93.84235455717906,95.03579676455904,,
GTLB,57.97999954223633,,,60.524000358581546,59.44340034484864,52.35500011444092,53.29693341573079,59.433000049591065,Technology | Software - Application | USA,,,,75.2,-44.7,-0.76,2022-08-18,2022-08-03,108.67781650827409,109.47941119320095,,
GWRE,69.48000335693361,64.30000305175781,130.94999694824222,73.94250030517578,74.90359939575195,77.28649978637695,82.06406651814778,88.77969985961914,Technology | Software - Application | USA,,,,20.4,-238.1,-0.2,2022-08-19,2022-07-20,101.01753176959406,97.89412952456492,,
GWW,572.739990234375,391.1600036621094,588.6199951171875,572.2815002441406,526.6719403076172,502.40438232421883,498.22254943847656,497.76647003173827,Industrials | Industrial Distribution | USA,22.43,1.55,88.03,19.6,54.4,29.48,2022-08-23,2022-07-19,118.11978235934728,111.02312349831129,,
HAL,29.65999984741211,19.09000015258789,43.9900016784668,29.71852865219116,29.064650077819824,32.91701593399048,33.74331999460856,31.558679466247558,Energy | Oil & Gas Equipment & Services | USA,18.58,0.36,62.81,36.9,148.9,2.78,2022-09-06,2022-07-19,102.692287577108,97.65114365846449,,
HAS,81.44999694824219,76.44000244140625,105.7300033569336,80.80299949645995,80.15859558105468,83.25391639709474,84.92085586547852,87.7748583984375,Consumer Cyclical | Leisure | USA,21.0,1.19,,1.3,109.1,5.72,2022-08-30,2022-08-01,99.65993485509213,98.44376833715022,,
HASI,40.20000076293945,28.68000030517578,65.73999786376953,40.4480001449585,37.985099945068356,38.148018455505365,40.2308996073405,42.42843255996704,Real Estate | REIT - Specialty | USA,44.37,4.57,,-43.2,36.7,2.21,2022-08-22,2022-07-28,117.8186931556367,107.93097495608143,,
HCKT,19.90999984741211,16.920000076293945,24.78000068664551,21.28899993896484,20.8003999710083,20.90039098739624,20.984811731974286,20.745335750579837,Technology | Information Technology Services | USA,14.26,0.95,17.05,3.7,625.4,1.58,2022-08-23,2022-06-24,106.06392446116784,102.79908770255122,,
HCP,30.70000076293945,,,36.186500263214114,35.63939987182617,36.493399982452395,42.074333305358884,,Technology | Software - Infrastructure | USA,,,,50.8,-241.2,-1.02,2022-08-19,2022-06-22,108.0149537856833,102.71339267621778,,
HEI,157.05999755859375,122.94000244140624,165.61000061035156,158.13900146484374,149.815400390625,144.22089302062992,145.16651423136392,144.4608659744263,Industrials | Aerospace & Defense | USA,63.59,5.05,49.92,20.7,-3.5,3.01,2022-08-22,2022-07-05,112.51918922955744,107.38333307250109,,
HES,122.47000122070312,66.19999694824219,131.44000244140622,118.79650001525879,109.39780014038088,111.39865272521973,107.86740376790364,101.20928802490236,Energy | Oil & Gas E&P | USA,25.97,0.38,16.18,87.1,117.8,11.53,2022-09-02,2022-07-19,113.77881035852127,107.31669638511886,,
HLGN,2.450000047683716,1.75,16.350000381469727,2.4140000462532045,2.306600017547608,2.9040000152587893,3.6104666773478185,4.693800019025803,Utilities | Utilities - Renewable | USA,,,,200.0,88.5,-0.57,2022-08-19,2022-07-18,116.76649324923815,99.47523306064548,,
HLT,135.91000366210938,108.41000366210938,167.99000549316406,132.6947265625,126.03530075073242,131.11281982421878,136.72091868082683,138.87394416809082,Consumer Cyclical | Lodging | USA,39.45,0.84,41.48,68.5,156.5,5.62,2022-08-22,2022-07-07,111.34084415067144,104.2638601884037,,
HOLX,69.16000366210939,66.44000244140625,81.04000091552734,69.66749992370606,70.4029997253418,72.03529991149901,72.56933329264324,72.78099994659424,Healthcare | Medical Instruments & Supplies | USA,11.65,6.85,7.41,-14.2,71.0,3.49,2022-08-19,2022-06-27,99.24306080595234,98.41552064835882,,
HON,191.69000244140625,167.35000610351562,233.19000244140625,195.29049911499024,186.77900238037108,187.88792739868165,187.88269368489586,191.9539909362793,Industrials | Specialty Industrial Machinery | USA,26.14,2.78,120.25,1.6,17.8,9.67,2022-08-23,2022-07-15,109.19286025773785,103.90850047402576,,
HOOD,10.600000381469727,6.809999942779541,47.84000015258789,9.851000118255618,9.437600040435793,9.34690001487732,10.401800034840901,12.362750010490418,Technology | Software - Infrastructure | USA,,,,-43.7,80.1,-0.77,2022-08-18,2022-09-09,112.56833359584809,106.49378462064918,,
HPK,26.459999084472656,8.479999542236326,38.209999084472656,24.266999816894533,23.614758415222173,26.88991605758667,25.12491007486979,22.81645733833313,Energy | Oil & Gas E&P | USA,28.03,,,317.0,152.9,5.81,2022-08-04,2022-08-18,100.36315136837943,98.59181796362286,,
HPQ,28.26000022888184,26.11000061035156,41.47000122070313,31.546000289916996,32.1160001373291,34.289556732177736,35.02067286173503,35.36605976104736,Technology | Computer Hardware | USA,4.93,4.01,5.56,3.9,166.1,3.84,2022-08-23,2022-07-18,99.14289304032414,95.57741236160385,,
HRL,46.86000061035156,40.47999954223633,55.11000061035156,49.6379997253418,48.84449020385742,48.94227653503418,49.13349042256673,48.44512268066406,Consumer Defensive | Packaged Foods | USA,26.78,3.06,52.21,6.0,-0.1,2.03,2022-08-30,2022-06-21,103.09869923323986,101.57627238555617,,
HST,18.239999771118164,15.100000381469727,21.6299991607666,18.38200006484985,17.529400005340573,18.323396940231323,18.35263495763143,17.983106288909916,Real Estate | REIT - Hotel & Motel | USA,22.83,0.8,14.73,112.8,98.4,0.98,2022-08-23,2022-07-07,110.7904438957337,103.86298504022366,,
